0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.06	6.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.43	0.00	0.00	0.00	0.00	0.00	10.84	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	20.76	4.17	10.08	32.68	0.18	12.93	7.97	10.68	0.14	2.22	24.41	2.08	0.03	0.08	14.05	30.55	8.99	2.59	0.08	15.97	52.24	67.93	0.00	0.07	0.03	0.02	0.12	22.06	44.57	23.70	0.09	52.50	5.25	0.01	1.18	0.57	3.61	4.84	38.79	0.16	8.23	39.54	0.00	0.06	46.09	9.87	43.27	0.90	106.11	7.02	30.30	42.84	28.35	0.19	25.41	6.89	0.63	8.71	53.28	0.18	0.00	0.31	0.00
0.01	8.67	17.91	45.03	0.00	0.01	14.04	17.47	0.05	31.54	9.64	244.61	16.03	0.00	19.17	13.07	0.18	0.00	14.64	12.60	2.76	3.65	20.76	22.01	1.26	1.68	0.07	13.33	12.73	3.43	0.09	0.10	10.25	25.26	3.27	2.33	20.53	10.02	0.00	9.15	11.85	59.41	7.55	66.44	6.26	4.88	15.94	10.31	0.20	0.05	8.98	24.44	0.13	6.26	0.12	0.05	0.00	12.98	0.00	0.00	9.76	43.63	0.00	11.02	0.30	15.57	0.01	0.35	0.00	3.08	8.86	19.45	0.37	0.11	15.73	0.02	1.97	13.08	0.00	26.32	0.02	25.41	23.41	0.02	7.84	2.56	8.88	1.18	13.18	24.64	0.41	29.17	0.80	0.22	8.21	0.00	25.34	0.23	0.00	22.74	9.49	0.03	45.07	5.30	37.72	0.02	0.04	58.67	0.05	20.80	24.48	0.61	0.00	39.95	0.03	2.97	0.00	0.10	19.36	0.28	23.23	0.01	0.22	26.34	12.21	3.83	0.11	0.00	20.20	0.04	5.91	0.02	10.60	81.12	0.08	8.24	5.64	0.05	17.93	36.31	0.01	0.00	0.03	8.12	5.20	26.95	1.65	13.66	0.61	0.21	0.35	23.63	7.13	26.11	2.36	0.00	0.87	9.46	0.12	27.09	24.15	0.05	33.03	9.43	7.20	29.07	1018.76	151.51	20.16	7.35	0.01	0.00	0.01	0.00	2.95	26.29	5.40	18.84	0.08	26.60	11.11	0.64	4.71	14.45	12.01	74.00	100.95	25.75	3.09	0.00	44.10	6.48	9.97	2.74	0.01	20.47	0.18	4.49	0.18	20.35	0.21	4.05	0.62	1.22	38.79	0.89	12.00	62.16	6.11	0.00	18.01	30.02	8.11	0.34	7.68	0.00	0.12	6.64	10.51	5.12	3.15	0.03	23.50	4.08	21.40	11.48	8.25	207.29	1.56	0.01	14.23	5.61	5.98	11.33	10.39	10.38	0.83	8.80
37.55	4.20	0.37	18.20	0.21	2.53	0.00	15.38	27.33	114.49	0.23	3.59	6.80	0.12	5.28	0.02	76.52	26.90	0.08	7.04	12.91	14.64	4.26	42.65	5.64	0.00	0.06	77.19	24.42	14.61	7.72	0.90	25.84	3.08	6.92	7.69	5.70	36.73	0.07	1.08	0.02	6.85	47.24	8.39	19.30	7.84	65.12	0.01	99.17	17.79	0.43	14.74	31.03	14.27	6.55	33.00	0.02	49.23	82.91	0.01	7.42	3.76	0.04	35.00	0.00	3.24	0.03	0.05	0.00	15.98	24.25	1.31	39.81	18.29	11.03	0.00	0.15	2.65	21.11	0.00	9.64	0.01	9.91	0.17	0.12	0.09	0.07	0.27	0.93	0.11	0.01	1938.33	0.47	3.27	9.93	0.03	0.00	5.61	10.32	0.22	59.03	11.14	1.03	0.64	0.00	0.05	6.24	1.30	0.01	12.73	0.40	0.01	0.23	30.03	0.00	0.90	3.06	49.31	4.62	12.03	19.13	48.71	34.70	7.81	8.26	29.39	34.30	10.53	7.69	1.77	13.60	43.90	0.25	25.86	56.94	4.53	5.57	0.09	6.57	5.28	6.45	3.72	16.27	0.82	2.02	21.01	42.78	14.76	28.46	21.66	111.38	3.13	23.80	24.51	114.17	0.01	0.62	48.23	7.60	14.00	12.48	0.00	34.68	9.20	6.21	23.81	33.99	25.49	18.00	18.96	44.78	14.51	18.40	60.21	21.74	0.72	0.00	14.06	23.54	18.91	23.61	14.67	0.02	56.07	151.61	11.69	10.68	4.20	43.01	28.62	5.60	16.90	41.05	1.67	10.21	8.64	22.64	12.91	0.00	41.33	26.69	4.90	19.62	13.64	11.92	0.10	15.34	0.00	802.32	2.37	30.91	7.24	39.64	0.00	7.28	31.90	21.29	13.92	2.31	13.37	16.17	3.96	0.16	16.02	6.62	31.54	0.12	0.00	0.00	12.78	0.00	0.05	0.05	3.56	23.81	0.05	35.44	6.05
4.60	15.58	11.59	0.00	7.45	16.07	12.58	19.36	0.02	30.61	37.56	5.93	11.18	0.15	11.92	28.83	0.00	3.59	11.10	0.12	0.97	0.05	32.06	0.01	5.14	15.26	19.93	6.03	3.60	0.34	13.27	0.00	24.29	0.01	102.78	0.02	11.68	10.93	0.18	4.68	0.00	21.46	7.99	0.00	0.67	15.08	9.20	42.55	47.09	0.00	0.10	0.01	0.08	0.01	17.89	26.11	0.02	15.61	8.87	1.75	0.00	6.08	40.62	9.99	0.01	0.02	71.03	12.06	9.69	13.24	0.06	0.00	0.02	4.34	10.06	5.80	17.33	40.23	7.61	12.47	40.24	0.47	5.37	7.79	0.00	0.05	6.85	0.24	11.71	0.69	0.00	56.48	7.26	0.01	7.98	0.36	6.36	35.39	0.26	7.84	12.18	41.20	26.63	0.64	11.12	0.00	15.54	6.59	41.43	34.91	21.62	19.88	0.20	4.65	4.78	8.08	3.86	0.12	0.00	2.17	0.03	0.06	19.96	0.03	28.56	51.97	57.39	9.35	0.08	1.27	14.54	5.74	2.82	7.10	0.06	6.71	5.65	13.61	26.94	18.75	3.02	0.03	0.00	0.24	12.12	0.00	5.50	6.62	55.92	0.25	14.36	5.66	7.19	149.53	32.30	9.28	17.62	0.13	0.13	16.88	18.59	0.15	24.79	14.08	0.00	0.01	26.87	0.00	22.62	28.12	0.06	7.63	0.64	0.01	2.21	14.47	11.00	0.06	21.19	53.17	51.58	0.53	23.82	11.64	2.96	5.86	0.00	1.02	6.42	0.60	17.42	20.53	0.37	0.12	0.00	0.00	0.07	6.99	11.12	1.60	55.31	82.85	0.07	15.48	10.19	67.50	14.98	11.41	27.22	25.60	17.61	1.59	0.00	31.26	25.52	1.53	0.13	12.24	21.36	2.31	0.00	0.16	63.52	9.94	0.87	11.84	0.07	1.97	0.00	12.65	0.02	0.06	0.00	101.88	3.27	8.38	8.76	25.53
12.47	8.10	26.06	0.58	23.88	73.61	20.84	0.33	0.09	1.27	21.03	2.95	23.55	11.32	5.26	18.11	1.82	13.18	8.40	8.06	7.05	46.16	13.17	12.08	2.14	9.40	1.54	7.68	0.22	12.20	86.05	0.39	58.90	0.00	30.90	23.29	6.59	0.02	4.07	0.98	40.26	0.16	0.02	5.84	21.44	25.58	73.06	7.15	0.00	0.00	0.00	2.14	0.52	17.80	0.35	18.93	18.65	12.64	0.17	0.00	20.38	7.61	0.01	107.62	0.31	49.66	14.54	12.19	54.07	8.77	64.26	0.07	244.65	0.63	5.98	15.77	993.09	1.27	36.72	131.73	34.48	10.93	13.72	0.00	4.41	12.39	0.30	2.67	9.71	31.96	14.34	0.06	14.61	20.86	0.00	1.13	0.01	0.06	0.06	14.09	0.02	0.03	0.18	15.44	15.21	26.36	7.05	46.14	11.04	8.94	16.41	39.86	8.49	1.95	0.01	121.12	19.29	0.12	10.25	27.61	0.29	0.22	0.00	28.11	17.39	14.01	31.53	2.18	10.89	2.72	42.09	13.94	0.12	18.85	6.50	3.01	73.67	0.71	16.23	5.19	37.94	5.15	0.19	0.00	12.12	23.25	0.28	0.00	37.53	75.57	27.28	9.55	5.91	60.44	22.89	0.63	27.78	12.58	10.08	0.13	6.84	14.39	0.00	0.10	3.71	0.38	0.08	12.18	54.90	3.58	30.70	13.73	70.10	20.49	3.61	364.92	5.17	13.16	2.95	60.41	1.53	11.71	35.10	10.68	25.94	0.14	0.89	0.05	14.40	5.54	26.51	12.11	19.71	0.00	0.10	7.66	7.96	6.44	0.06	8.35	9.85	0.05	13.25	14.09	7.59	0.02	3.62	13.10	0.19	26.82	5.74	30.66	12.12	9.10	0.08	50.32	33.32	64.64	16.42	3.53	0.24	24.74	0.06	6.44	6.09	0.98	4.72	586.62	6.88	24.13	9.01	10.41	0.00	8.19	180.27	19.44	4.24	0.76
0.01	26.21	0.11	0.20	26.90	5.33	0.06	0.01	14.19	32.68	8.55	5.76	6.10	13.72	0.13	24.88	5.90	31.94	14.81	18.19	15.23	7.00	6.75	23.04	5.85	7.35	17.41	22.37	21.05	0.03	27.13	21.02	10.59	20.12	23.25	0.02	7.67	32.01	3.49	21.91	4.33	8.91	8.76	1.90	0.11	0.04	0.43	0.00	0.39	0.05	0.03	0.00	17.71	51.74	31.98	27.99	8.86	47.95	0.02	0.07	6.02	4.58	0.08	4.26	0.02	6.45	0.00	0.40	39.85	3.01	9.24	28.30	6.58	20.35	18.30	26.19	3.68	0.03	0.00	16.96	8.08	11.62	1.63	0.10	0.01	18.12	0.00	8.27	5.23	11.20	23.92	0.07	0.02	4.67	10.69	35.15	6.19	5.97	11.85	13.94	0.03	9.33	0.06	15.91	20.87	25.17	16.78	0.04	0.16	0.00	1136.80	2.78	10.99	30.84	0.09	13.76	0.00	32.72	117.90	18.18	0.00	2.02	9.93	21.40	0.00	12.04	7.70	9.12	674.36	154.82	4.22	0.08	9.12	0.40	5.91	0.89	0.66	33.10	22.30	10.88	12.18	109.79	3.29	93.47	41.67	0.00	15.62	18.21	8.03	59.47	0.88	12.87	0.00	36.29	0.00	19.38	26.68	1.88	0.03	2.21	9.97	1.09	1.94	16.79	0.29	0.00	0.11	0.55	10.84	145.22	32.97	0.00	6.05	5.22	4.25	0.00	55.09	69.62	11.48	20.49	16.93	0.00	2.83	38.76	14.65	13.16	76.24	37.59	18.87	95.36	0.04	21.79	23.54	10.43	57.65	0.01	6.70	29.81	1.04	13.55	40.47	0.00	89.10	0.02	0.17	8.46	3.22	11.12	2.96	11.07	2.70	13.04	48.26	44.34	0.06	2.46	23.33	0.10	0.00	10.37	0.01	0.03	0.04	0.03	0.28	4.11	80.78	3.69	0.49	0.40	18.12	7.07	0.01	24.33	73.92	0.04	46.05	0.05
0.10	20.70	0.18	0.00	15.11	10.60	38.65	0.04	43.78	0.06	21.76	0.03	9.61	2.28	0.73	0.66	27.82	11.76	1.92	13.35	0.00	720.88	0.00	25.23	2.61	3.10	0.17	0.51	0.00	0.19	0.00	15.88	11.81	73.90	16.69	22.91	0.03	18.00	0.16	5.35	22.24	17.72	0.35	0.00	26.09	12.85	15.38	0.03	0.01	0.08	1.06	6.03	23.11	273.00	13.66	0.50	0.00	0.03	18.85	18.78	131.23	6486.18	0.15	2.93	0.00	7.83	24.34	66.65	12.47	4.14	27.36	17.30	0.00	0.01	24.26	7.02	14.21	36.21	2.00	6.71	2.78	29.19	11.14	23.08	24.71	0.28	5.47	0.02	2.42	0.03	40.21	31.71	49.61	0.54	76.65	23.17	2.80	57.08	18.90	7.69	0.12	12.92	2.45	0.08	17.59	80.60	43.30	12.54	0.00	31.94	0.01	0.00	0.00	43.09	27.88	56.07	20.99	2.06	22.11	23.73	27.44	12.35	0.04	0.00	0.00	72.61	0.14	24.44	20.42	26.26	37.70	11.34	15.41	0.00	15.26	0.01	153.12	5.81	0.00	10.60	3.07	18.29	0.51	0.00	0.00	0.20	0.01	0.03	0.00	9.83	0.02	23.48	16.32	7.14	0.07	0.07	4.32	27.84	13.23	4.26	2.96	3.33	0.34	0.10	56.01	8.67	0.02	130.67	0.04	1.35	14.31	1.27	0.00	0.00	28.15	12.80	39.19	64.23	59.12	2.39	2.21	0.00	13.92	0.14	5.26	37.88	0.05	0.01	21.11	14.35	4.23	0.00	0.00	0.01	12.78	2.17	0.00	1.33	186.70	4.18	43.90	11.33	0.17	17.61	30.11	2.64	0.25	3.51	10.99	0.04	19.72	12.97	118.48	26.81	0.01	0.00	49.46	0.02	4.02	22.24	31.46	56.73	13.98	0.23	0.34	22.58	6.17	29.70	0.00	0.03	0.00	20.98	1.57	0.04	0.00	5.78	19.82	14.75
0.17	152.86	0.00	0.92	0.08	0.00	0.07	22.78	29.50	0.05	0.03	0.31	7.91	11.02	28.29	48.23	0.36	230.06	10.95	16.89	0.20	0.00	0.95	15.14	4.44	7.39	0.20	0.02	0.28	1.57	23.46	5.42	0.00	0.05	50.44	2.42	0.33	87.82	59.93	0.00	0.02	12.43	28.58	2.65	2.68	0.06	3.44	11.69	11.62	13.25	24.65	0.04	0.07	0.00	0.00	0.02	21.71	2.73	0.09	0.21	0.54	11.11	0.10	0.00	13.53	106.48	0.01	0.41	35.95	9.72	9.15	5.55	2.17	0.27	0.18	2.43	0.05	0.00	10.74	26.83	11.07	0.00	28.39	0.00	17.12	0.80	3.01	62.11	0.00	9.68	0.00	6.75	4.77	9.20	8.88	9.97	11.22	0.94	0.02	37.31	16.61	10.62	5.11	18.90	5.48	9.69	0.00	3.30	21.56	26.67	3.20	0.00	22.92	12.28	4.70	3.07	2.06	7.68	2.33	8.91	725.13	0.27	25.56	10.43	44.64	18.73	12.71	77.98	13.25	13.06	0.07	11.14	323.87	10.95	0.14	0.05	29.82	81.07	0.00	1.43	27.78	0.56	2.85	9.24	1.53	0.24	34.12	0.00	62.38	0.26	46.20	56.01	64.74	2.79	20.23	20.86	0.03	3.87	0.05	8.58	9.64	2.61	25.92	3.23	4.08	0.25	4.58	17.35	2.73	0.02	1.00	3.66	46.00	32.72	11.47	4.89	0.04	13.02	25.19	0.57	34.22	10.59	7.41	25.46	10.38	7.93	13.45	13.51	11.18	42.50	30.80	19.74	14.68	0.00	11.27	14.69	0.09	37.75	0.20	1.75	11.84	21.67	41.59	0.00	2.46	0.10	0.01	17.82	63.79	11.21	30.75	0.06	7.84	0.12	84.44	108.97	5.62	8.77	0.35	0.00	9.18	12.19	11.70	0.53	18.48	1.97	396.39	98.90	86.07	6.20	28.72	0.02	0.00	30.69	13.30	48.26	20.04	0.53
